ts,mem_used_mb,mem_total_mb,gpu_util,gpu_mem_util
1758871710.947716,23871,24576,0,0
1758871711.4486196,23871,24576,0,0
1758871711.9499152,23871,24576,0,0
1758871712.4518056,23871,24576,0,0
1758871712.9539347,23871,24576,0,0
1758871713.455446,23871,24576,0,0
1758871713.957372,23871,24576,0,0
1758871714.4598207,23871,24576,0,0
1758871714.9611216,23871,24576,0,0
1758871715.4628236,23871,24576,0,0
1758871715.9639232,23871,24576,0,0
1758871716.4651392,23871,24576,0,0
1758871716.9676852,23871,24576,0,0
1758871717.4702709,23871,24576,0,0
1758871717.9715686,23871,24576,0,0
1758871718.4727442,23871,24576,0,0
1758871718.9736755,23871,24576,0,0
1758871719.475168,23871,24576,0,0
1758871719.976273,23871,24576,0,0
1758871720.4775002,23871,24576,0,0
1758871720.98002,23871,24576,0,0
1758871721.4812891,23871,24576,0,0
1758871721.982363,23871,24576,0,0
1758871722.4839957,23871,24576,0,0
1758871722.9864628,23871,24576,0,0
1758871723.4898105,23871,24576,0,0
1758871723.990781,23871,24576,0,0
1758871724.4918,23871,24576,0,0
1758871724.9931889,23871,24576,0,0
1758871725.4949005,23871,24576,0,0
1758871725.9960353,23871,24576,0,0
1758871726.498735,23871,24576,0,0
1758871726.9996772,23871,24576,0,0
1758871727.5023592,23871,24576,0,0
1758871728.0034673,23871,24576,0,0
1758871728.5045185,23871,24576,0,0
1758871729.0061824,23871,24576,0,0
1758871729.5076303,23871,24576,0,0
1758871730.0087173,23871,24576,0,0
1758871730.5097983,23871,24576,0,0
1758871731.0112157,23871,24576,0,0
1758871731.5132105,23871,24576,0,0
1758871732.01493,23871,24576,0,0
1758871732.5157633,23871,24576,0,0
1758871733.0174956,23871,24576,0,0
